budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
80000000,8870,en,"Red Planet","Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",13.800656,2000-11-10,33463969,106,Released,"Not A Sound. Not A Warning. Not A Chance. Not Alone.",5.4,267,,49081517.0,117335795.0,91479199.2864672
86000000,9992,en,"Arthur et les Minimoys","Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",27.097932,2006-12-13,107944236,94,Released,"Adventure awaits in your own backyard.",6.0,639,,135209390.0,107722357.0,54822788.7991676
0,36970,en,Oceans,"An ecological drama/documentary, filmed throughout the globe. Part thriller, part meditation on the vanishing wonders of the sub-aquatic world.",10.706613,2009-10-17,19406406,84,Released,"Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.",7.3,111,,22871924.0,0.0,23862154.0763889
80000000,10077,en,"A Sound of Thunder","When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",7.342892,2005-05-15,5989640,110,Released,"Some Rules Should Never Be Broken.",4.8,111,,7742618.0,103413463.0,117896688.621496
130000000,76649,en,Pompeii,"Set in 79 A.D., POMPEII tells the epic story of Milo, a slave turned invincible gladiator who finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",50.561849,2014-02-18,117831631,105,Released,"No warning. No escape.",5.2,1267,,125794189.0,138784845.0,65149867.4741404
60000000,453,en,"A Beautiful Mind","At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",59.248437,2001-12-11,313542341,135,Released,"I need to believe that something extra ordinary is possible...",7.7,3009,,447346057.0,85604909.0,100390928.231961
79000000,72545,en,"Journey 2: The Mysterious Island","Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",40.723459,2012-01-19,355692760,94,Released,"Believe the Impossible. Discover the Incredible.",5.8,1030,,391591691.0,86973217.0,182551801.825169
78000000,109451,en,"Cloudy with a Chance of Meatballs 2","After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",41.247402,2013-09-26,248384621,95,Released,"Something big was leftover.",6.4,915,,269412103.0,84603241.0,258007407.085366
78000000,9533,en,"Red Dragon","Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",10.083905,2002-09-29,209196298,124,Released,"Before the Silence.",6.7,1115,,293770177.0,109533840.0,144689122.503511
100000000,2023,en,Hidalgo,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",16.759252,2004-03-05,108103450,136,Released,"Unbridled. Unbroken. Unbeaten.",6.5,318,,144493126.0,133661901.0,196135694.607913
79000000,71880,en,"Jack and Jill","Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",22.132418,2011-11-11,149673788,91,Released,"His twin sister is coming for the holidays... ...and it ain't pretty.",4.1,604,,168240261.0,88799654.0,158065915.042415
76000000,584,en,"2 Fast 2 Furious","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",10.520961,2003-06-05,236350661,107,Released,"How Fast Do You Want It?",6.2,2028,,324440377.0,104325787.0,150037606.984577
64000000,309809,en,"The Little Prince","Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",35.384423,2015-07-29,97571250,92,Released,"Growing up isn't the problem... forgetting is.",7.6,756,,104060638.0,68256590.0,184955221.574538
80000000,4858,en,"The Invasion","Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",15.673154,2007-08-17,15071514,99,Released,"Do not trust anyone. Do not show emotion. Do not fall asleep.",5.7,359,,18364164.0,97477474.0,92148165.5791525
76000000,17711,en,"The Adventures of Rocky & Bullwinkle","Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",8.981427,2000-06-30,35134820,88,Released,"This summer it's not the same old bull.",3.9,87,,51532150.0,111469005.0,127261799.386359
75000000,328111,en,"The Secret Life of Pets","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",31.482872,2016-06-18,875958308,87,Released,"Think this is what they do all day?",5.9,3462,,922228640.0,78961690.0,357032575.297522
78000000,8698,en,"The League of Extraordinary Gentlemen","To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",47.436675,2003-07-11,179265204,110,Released,"The power of seven become a league of one.",5.7,1155,,246078729.0,107071202.0,87639569.526936
76000000,93456,en,"Despicable Me 2","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.",136.886704,2013-06-25,970761885,98,Released,"Back 2 Work",7.0,4637,,1052943617.0,82433928.0,418755953.532788
75000000,953,en,Madagascar,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",48.110909,2005-05-25,532680671,86,Released,"Someone's got a zoo loose.",6.6,3237,,688579409.0,96950121.0,429225319.338263
76000000,9693,en,"Children of Men","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,2006-09-22,69959751,109,Released,"The future's a thing of the past.",7.4,2071,,87630573.0,95196502.0,108585768.93778
75000000,36657,en,X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,2000-07-13,296339527,104,Released,"Evolution Begins",6.8,4097,,434640424.0,110002308.0,248538444.103959
75000000,8909,en,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,2008-06-19,258270008,110,Released,"Choose your destiny.",6.4,2528,,303173267.0,88039627.0,186062794.275699
80000000,950,en,"Ice Age: The Meltdown","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.115058,2006-03-23,660940780,91,Released,"The Ice age is melting away.",6.5,2951,,827884868.0,100206844.0,324705465.936645
75000000,1824,en,"50 First Dates","Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,2004-02-13,196482882,99,Released,"Imagine having to win over the girl of your dreams... every friggin' day.",6.6,2105,,262622754.0,100246425.0,101786576.860046
50000000,2976,en,Hairspray,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",31.160542,2007-07-13,90450008,117,Released,"When you follow your own beat, the world will follow you.",6.5,709,,110210479.0,60923422.0,39989182.8090273
80000000,11026,en,"Exorcist: The Beginning","Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",15.761384,2004-08-20,78000586,114,Released,"Go back to where the horror began.",4.7,183,,104257066.0,106929520.0,121237355.765911
75000000,75656,en,"Now You See Me","An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.",71.124686,2013-05-29,117698894,115,Released,"4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.",7.3,5487,,127662922.0,81349271.0,181787235.003942
80000000,38365,en,"Grown Ups","After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",38.864027,2010-06-24,271430189,102,Released,"Boys will be boys. . . some longer than others.",6.0,1705,,314863291.0,92801259.0,185728808.904924
60000000,594,en,"The Terminal","Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,2004-06-17,219417255,128,Released,"Life is waiting.",7.0,1910,,293277273.0,80197140.0,193864525.940373
35000000,15189,en,"Hotel for Dogs","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",13.25753,2009-01-16,73034460,100,Released,"No stray gets turned away.",5.7,202,,86076661.0,41250160.0,174354555.908991
75000000,11678,en,"Vertical Limit","Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",13.318744,2000-12-08,215663859,124,Released,"The Mountain Will Decide.",5.9,283,,316313629.0,110002308.0,210345508.717593
75000000,6538,en,"Charlie Wilson's War","The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",18.70031,2007-12-19,119000410,102,Released,"Based on a true story. You think we could make all this up?",6.5,338,,144998243.0,91385132.0,212589742.980752
75000000,10555,en,"Shark Tale","Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",47.094369,2004-09-20,367275019,90,Released,"The story of what happens when one little fish tells a great white lie...",5.8,1557,,490906771.0,100246425.0,212910712.957998
70000000,1125,en,Dreamgirls,"Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.",14.486311,2006-12-25,154937680,134,Released,"One Dream Will Change Everything",6.6,284,,194072699.0,87680988.0,153460482.715054
53000000,4551,en,"Be Cool","Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.",18.61472,2005-03-04,95226116,118,Released,"Everyone is looking for the next big hit",5.4,292,,123095780.0,68511419.0,113943016.67094
70000000,612,en,Munich,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",29.035222,2005-12-22,130358911,164,Released,"The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.",6.9,696,,168510830.0,90486780.0,140188685.503175
70000000,9567,en,"Tears of the Sun","Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",27.055085,2003-03-07,85632458,121,Released,"He was trained to follow orders. He became a hero by defying them.",6.4,573,,117548336.0,96089540.0,137613428.800303
75000000,37821,en,Killers,"When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.",23.004607,2010-06-04,98159963,100,Released,"Perfect wife. Perfect target.",5.7,772,,113867102.0,87001180.0,123919075.450245
75000000,203801,en,"The Man from U.N.C.L.E.","At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",48.744209,2015-08-13,108145109,116,Released,"Saving the world never goes out of style.",7.1,2265,,115337756.0,79988192.0,131819030.383598
80000000,2539,en,Spanglish,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",14.209329,2004-12-17,55041367,130,Released,"Every family has a hero.",5.8,369,,73569337.0,106929520.0,95250733.9038992
75000000,9297,en,"Monster House","Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",36.368839,2006-07-21,140175006,91,Released,"The House is . . . ALIVE!",6.3,874,,175581187.0,93943916.0,210277172.270148
75000000,3172,en,Bandits,"Two bank robbers fall in love with the girl they've kidnapped.",24.353302,2001-10-12,67631903,123,Released,"Two's company, three's a crime.",6.2,302,,96493715.0,107006136.0,118162203.413405
75000000,37958,en,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",37.917002,2011-11-10,226904017,110,Released,"The Gods need a hero.",5.7,880,,255050611.0,84303469.0,177411089.000824
52000000,2026,en,Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",23.663713,2005-03-09,77944725,113,Released,"Every Second Counts",6.2,512,,100756674.0,67218751.0,115636316.779762
75000000,7450,en,"Titan A.E.","A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.",14.44381,2000-06-16,36754634,94,Released,"When Earth Ends, The Adventure Begins.",6.3,313,,53907927.0,110002308.0,130668976.259117
75000000,11375,en,"Hollywood Homicide","Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",10.605084,2003-06-09,51142659,116,Released,,5.0,166,,70203923.0,102953079.0,113364180.573161
0,25769,en,Carriers,"Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.A deadly virus has spread across the globe. Contagion is everywhere, no one is safe and no one can be trusted. Four young attractive people race through the back roads of the American West to the pounding beat of a vacation soundtrack. Their aim is to retreat to secluded utopian beach in the Gulf of Mexico, where they could peacefully wait out the pandemic and survive the apocalyptic disease. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal the fate of each of them in an inexorable and horrifying voyage of hell through a western landscape populated by only the hideous dead or the twisted living.",12.708963,2009-09-04,5802422,84,Released,"The rules are simple. You break them, you die...",5.8,282,,6838595.0,0.0,111491286.453663
75000000,23685,en,Monkeybone,"After a car crash sends repressed cartoonist Stu Miley (Fraser) into a coma, he and the mischievous Monkeybone, his hilariously horny alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",8.098369,2001-02-23,5409517,93,Released,"If It Yells, If It Swings, It's Got To Be Monkeybone!",4.3,78,,7718020.0,107006136.0,68962451.1261923
45000000,11866,en,"Flight of the Phoenix","When an Amacor oil rig in the Gobi Desert of Mongolia proves unproductive, Captain Frank Towns and copilot ""A.J."" are sent to shut the operation down. However, on their way to Beijing, a major dust storm forces them to ditch their C-119 Flying Boxcar in an uncharted area of the desert.",20.374308,2004-12-17,21009180,113,Released,"Out of the ashes, hope will rise.",5.7,276,,28081269.0,60147855.0,208196323.064236
75000000,9741,en,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",42.006908,2000-11-13,248118121,106,Released,"Some things are only revealed by accident.",6.9,1946,,363914211.0,110002308.0,87308470.5793979
74000000,211672,en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,2015-06-17,1156730962,91,Released,"Before Gru, they had a history of bad bosses",6.4,4571,,1233664237.0,78921682.0,301762348.278798
82000000,23629,en,"Sucker Punch","A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",39.127082,2011-03-24,89792502,110,Released,"You will be unprepared",5.9,1623,,100930926.0,92171793.0,150789314.86813
73000000,153518,en,"The Angry Birds Movie","An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",45.720894,2016-05-11,349779543,97,Released,"Why so angry?",5.9,1022,,368255783.0,76856045.0,230780575.735819
70000000,8676,en,"Fool's Gold","Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",21.789615,2008-02-07,111231041,112,Released,"This February True Love Takes a Dive.",5.4,444,,130569857.0,82170318.0,203038228.745724
75000000,20829,en,"Funny People","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",20.199057,2009-07-31,61458982,146,Released,"George Simmons was prepared to die, but then a funny thing happened.",5.7,390,,72434081.0,88393199.0,92445137.2957573
70000000,4349,en,"The Kingdom","A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.",26.123705,2007-08-22,86658558,110,Released,"How do you stop an enemy who isn't afraid to die?",6.5,513,,105590717.0,85292790.0,127193675.746669
72500000,9718,en,"Talladega Nights: The Ballad of Ricky Bobby","Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",12.599836,2006-08-04,162966177,116,Released,"The story of a man who could only count to #1",6.2,491,,204129078.0,90812452.0,119132902.071417
70000000,10808,en,"Dr. Dolittle 2","Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",13.543053,2001-06-22,176104344,87,Released,"The doctor is in again.",4.9,410,,251256605.0,99872393.0,138761169.394108
72000000,25,en,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",32.227223,2005-11-04,96889998,125,Released,"Welcome to the suck.",6.6,765,,125246627.0,93072116.0,197975824.028284
75000000,35,en,"The Simpsons Movie","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",46.875375,2007-07-25,527068851,87,Released,"See our family. And feel better about yours.",6.9,2264,,642216756.0,91385132.0,159475188.251005
72000000,11086,en,"The Majestic","Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",11.215702,2001-12-21,37317558,152,Released,"Sometimes your life comes into focus one frame at a time.",6.6,188,,53242769.0,102725890.0,120736519.461823
94000000,10477,en,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",8.468586,2001-04-27,54744738,116,Released,"Get ready for the race of your life.",4.5,179,,78106972.0,134114357.0,87972970.6422484
74500000,1997,en,"Deux frères","Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",8.884318,2004-04-07,62172050,109,Released,"Two infant tiger cubs, separated from their parents and each other.",6.9,180,,83100344.0,99578116.0,30890189.9418803
60000000,6947,en,"The Village","When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",27.491891,2004-07-30,256697520,108,Released,"There is no turning back",6.2,1071,,343106784.0,80197140.0,175926894.89315
72000000,2675,en,Signs,"A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.",28.848187,2002-08-02,408247917,106,Released,"It’s not like they didn’t warn us.",6.4,1599,,573294384.0,101108160.0,107612325.908918
150000000,809,en,"Shrek 2","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",47.320801,2004-05-19,919838758,93,Released,"Once upon another time...",6.7,2988,,1229473966.0,200492851.0,588445099.695467
120000000,920,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,2006-06-08,461983149,117,Released,"Ahhh... it's got that new movie smell.",6.6,3877,,578673415.0,150310266.0,281137721.944879
70000000,7451,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",46.217769,2002-08-09,277448382,124,Released,"A New Breed Of Secret Agent.",5.8,1424,,389615213.0,98299600.0,219173237.765136
74000000,228165,en,"The SpongeBob Movie: Sponge Out of Water","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",36.952268,2015-02-05,311594032,93,Released,"He's leaving his world behind.",5.8,719,,332317908.0,78921682.0,115249408.018661
70000000,16869,en,"Inglourious Basterds","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,2009-08-18,319131050,153,Released,"Once upon a time in Nazi occupied France...",7.9,6430,,376120193.0,82500319.0,124168288.036262
80000000,9257,en,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",34.052253,2003-08-08,116643346,117,Released,"You're either S.W.A.T. or you're not.",5.8,770,,160117221.0,109816618.0,220606148.221213
68000000,1903,en,"Vanilla Sky","David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",27.299301,2001-12-10,203388341,136,Released,"Forget everything you know, and open your eyes.",6.5,1078,,290184006.0,97018896.0,245410926.169256
75000000,9697,en,"Lady in the Water","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",20.219385,2006-07-21,42285169,110,Released,"Time is running out for a happy ending.",5.3,409,,52965792.0,93943916.0,224886458.406644
70000000,395,en,"AVP: Alien vs. Predator","When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",42.957216,2004-08-12,171183863,101,Released,"Whoever wins... We lose",5.5,1217,,228807605.0,93563330.0,178348479.824667
